candidate_id,rank,job_id,score
PPKOU2501080016340,1,JOB250000904,0.6882
PPKOU2501080016340,2,JOB250001440,0.6882
PPKOU2501080016340,3,JOB250001694,0.5627
PPKOU2501080016340,4,JOB250001865,0.4605
PPKOU2501080016340,5,NONREF000013,0.4048
PPNIA2501180017611,1,JOB250002380,0.2761
PPNIA2501180017611,2,JOB250001816,0.1998
PPNIA2501180017611,3,JOB250002773,0.1668
PPNIA2501180017611,4,JOB250002191,0.0845
PPNIA2501180017611,5,JOB250000990,0.0813
PPLEK2501210017791,1,JOB250001527,0.3414
PPLEK2501210017791,2,JOB250002460,0.3064
PPLEK2501210017791,3,JOB250000941,0.2972
PPLEK2501210017791,4,JOB250002075,0.2501
PPLEK2501210017791,5,JOB250002259,0.2501
PPBOU2501100016705,1,JOB250001436,0.5218
PPBOU2501100016705,2,JOB250000984,0.5218
PPBOU2501100016705,3,JOB250002153,0.5218
PPBOU2501100016705,4,JOB250001541,0.5218
PPBOU2501100016705,5,JOB250002514,0.5218
PPBOU2501170017448,1,JOB250000852,0.6499
PPBOU2501170017448,2,JOB250001283,0.5975
PPBOU2501170017448,3,JOB250002431,0.2426
PPBOU2501170017448,4,JOB250001397,0.2155
PPBOU2501170017448,5,JOB250002705,0.2079
PPPNR2501180017592,1,NONREF000130,0.2684
PPPNR2501180017592,2,JOB260003580,0.207
PPPNR2501180017592,3,JOB260003632,0.1796
PPPNR2501180017592,4,JOB250002595,0.1745
PPPNR2501180017592,5,JOB250002255,0.1595
PPBOU2501110016712,1,JOB250000874,0.5916
PPBOU2501110016712,2,JOB250000926,0.3331
PPBOU2501110016712,3,JOB250001215,0.3331
PPBOU2501110016712,4,NONREF000152,0.3331
PPBOU2501110016712,5,NONREF000151,0.3331
PPBOU2501140017103,1,JOB250001435,0.3377
PPBOU2501140017103,2,JOB250002158,0.3377
PPBOU2501140017103,3,JOB250001524,0.3377
PPBOU2501140017103,4,JOB250000886,0.3377
PPBOU2501140017103,5,JOB250002230,0.3377
PPPOO2501130016908,1,JOB250001331,0.4308
PPPOO2501130016908,2,JOB250001330,0.4308
PPPOO2501130016908,3,JOB250001821,0.3418
PPPOO2501130016908,4,JOB250002400,0.3377
PPPOO2501130016908,5,JOB250001554,0.3377
PPPOO2501280018650,1,JOB260003569,0.0123
PPPOO2501280018650,2,JOB250002769,0.0085
PPPOO2501280018650,3,JOB260003537,0.0054
PPPOO2501280018650,4,JOB260003538,0.0047
PPPOO2501280018650,5,JOB250002146,0.0046
PPPOO2501240018325,1,JOB250002774,0.3023
PPPOO2501240018325,2,JOB250001263,0.3005
PPPOO2501240018325,3,JOB250002162,0.2702
PPPOO2501240018325,4,JOB250002117,0.1766
PPPOO2501240018325,5,JOB250002721,0.1537
PPBZV2501280018593,1,JOB250000999,0.6138
PPBZV2501280018593,2,JOB250002299,0.6138
PPBZV2501280018593,3,JOB250002514,0.6138
PPBZV2501280018593,4,JOB250001436,0.6138
PPBZV2501280018593,5,JOB250002153,0.6138
PPPNR2501190017629,1,JOB250001885,0.5389
PPPNR2501190017629,2,JOB250001835,0.5179
PPPNR2501190017629,3,JOB250002405,0.4915
PPPNR2501190017629,4,JOB250001767,0.4498
PPPNR2501190017629,5,JOB250001267,0.4498
PPAUT2501160017370,1,NONREF000130,0.3536
PPAUT2501160017370,2,JOB250002595,0.2299
PPAUT2501160017370,3,JOB250001749,0.2079
PPAUT2501160017370,4,JOB250001513,0.2079
PPAUT2501160017370,5,NONREF000316,0.2079
PPPOO2501230018134,1,JOB250001296,0.3292
PPPOO2501230018134,2,JOB250002399,0.2586
PPPOO2501230018134,3,JOB250002228,0.2586
PPPOO2501230018134,4,JOB250002287,0.2586
PPPOO2501230018134,5,JOB250002536,0.2586
PPPOO2501230018139,1,JOB250001042,0.5154
PPPOO2501230018139,2,JOB250002497,0.5154
PPPOO2501230018139,3,JOB250002053,0.5154
PPPOO2501230018139,4,JOB250002309,0.2787
PPPOO2501230018139,5,JOB250002054,0.278
PPPOO2501310019001,1,JOB250002381,0.3539
PPPOO2501310019001,2,JOB250002319,0.3402
PPPOO2501310019001,3,JOB250001873,0.327
PPPOO2501310019001,4,JOB250000864,0.2619
PPPOO2501310019001,5,JOB250000866,0.2444
PPPOO2501310019037,1,NONREF000236,0.253
PPPOO2501310019037,2,JOB250002471,0.2503
PPPOO2501310019037,3,JOB250001197,0.2429
PPPOO2501310019037,4,NONREF000038,0.2346
PPPOO2501310019037,5,JOB250001203,0.2282
PPPLA2501270018500,1,NONREF000130,0.345
PPPLA2501270018500,2,JOB250002595,0.2243
PPPLA2501270018500,3,JOB250001539,0.2028
PPPLA2501270018500,4,NONREF000316,0.2028
PPPLA2501270018500,5,JOB250001749,0.2028
PPCUV2501160017297,1,NONREF000191,0.3373
PPCUV2501160017297,2,JOB250002635,0.3373
PPCUV2501160017297,3,JOB250001556,0.3373
PPCUV2501160017297,4,NONREF000250,0.3111
PPCUV2501160017297,5,JOB250002338,0.3111
PPCUV2501160017318,1,JOB250001556,0.3271
PPCUV2501160017318,2,NONREF000191,0.3271
PPCUV2501160017318,3,JOB250002635,0.3271
PPCUV2501160017318,4,NONREF000250,0.3017
PPCUV2501160017318,5,JOB250001627,0.3017
PPCUV2501160017335,1,NONREF000191,0.3141
PPCUV2501160017335,2,JOB250002635,0.3141
PPCUV2501160017335,3,JOB250001556,0.3141
PPCUV2501160017335,4,JOB250001627,0.2897
PPCUV2501160017335,5,JOB250000975,0.2897
PPLIK2501030015771,1,JOB250001864,0.53
PPLIK2501030015771,2,JOB250002118,0.53
PPLIK2501030015771,3,NONREF000402,0.53
PPLIK2501030015771,4,JOB250002655,0.53
PPLIK2501030015771,5,JOB250002656,0.53
PPLIK2501090016474,1,JOB250001331,0.4531
PPLIK2501090016474,2,JOB250001330,0.4531
PPLIK2501090016474,3,JOB250001821,0.3595
PPLIK2501090016474,4,JOB250001549,0.3552
PPLIK2501090016474,5,JOB250002400,0.3552
PPLIK2501090016518,1,JOB250001331,0.4531
PPLIK2501090016518,2,JOB250001330,0.4531
PPLIK2501090016518,3,JOB250001821,0.3595
PPLIK2501090016518,4,JOB250001549,0.3552
PPLIK2501090016518,5,JOB250002400,0.3552
PPLIK2501170017451,1,JOB250002758,0.4291
PPLIK2501170017451,2,JOB250002786,0.3103
PPLIK2501170017451,3,JOB250002249,0.3103
PPLIK2501170017451,4,JOB250001993,0.2246
PPLIK2501170017451,5,JOB250001819,0.1979
PPLIK2501170017565,1,JOB250000957,0.5004
PPLIK2501170017565,2,JOB250001059,0.5004
PPLIK2501170017565,3,JOB250002078,0.5004
PPLIK2501170017565,4,JOB250002213,0.3816
PPLIK2501170017565,5,JOB250001821,0.3426
PPLIK2501190017622,1,JOB250001962,0.4655
PPLIK2501190017622,2,JOB250000925,0.4401
PPLIK2501190017622,3,JOB250002184,0.4401
PPLIK2501190017622,4,JOB250001910,0.4401
PPLIK2501190017622,5,JOB250001089,0.4401
PPLIK2501200017672,1,JOB250001813,0.4305
PPLIK2501200017672,2,JOB250002758,0.3169
PPLIK2501200017672,3,JOB250002786,0.3162
PPLIK2501200017672,4,JOB250002249,0.2586
PPLIK2501200017672,5,JOB250002213,0.1707
PPBZV2501110016729,1,NONREF000236,0.2714
PPBZV2501110016729,2,JOB250002471,0.2685
PPBZV2501110016729,3,JOB250001197,0.2606
PPBZV2501110016729,4,NONREF000038,0.2516
PPBZV2501110016729,5,JOB250001203,0.2448
PPLIK2501230018163,1,JOB250001962,0.3085
PPLIK2501230018163,2,JOB250001993,0.255
PPLIK2501230018163,3,JOB250001910,0.2529
PPLIK2501230018163,4,JOB250000925,0.2529
PPLIK2501230018163,5,JOB250001089,0.2529
PPLIK2501310019025,1,JOB260003602,0.0701
PPLIK2501310019025,2,JOB260003553,0.0679
PPLIK2501310019025,3,JOB250001107,0.0476
PPLIK2501310019025,4,JOB250001020,0.038
PPLIK2501310019025,5,JOB250000895,0.037
PPLIK2501310019121,1,JOB250000957,0.4467
PPLIK2501310019121,2,JOB250002078,0.4467
PPLIK2501310019121,3,JOB250001059,0.4467
PPLIK2501310019121,4,JOB250002213,0.3406
PPLIK2501310019121,5,JOB250001821,0.3058
PPBOU2502070019785,1,NONREF000345,0.3206
PPBOU2502070019785,2,NONREF000318,0.3206
PPBOU2502070019785,3,JOB250002435,0.3143
PPBOU2502070019785,4,JOB250001987,0.3143
PPBOU2502070019785,5,JOB250002233,0.3143
PPLIK2501080016406,1,JOB250001931,0.332
PPLIK2501080016406,2,NONREF000035,0.281
PPLIK2501080016406,3,JOB250001477,0.2808
PPLIK2501080016406,4,JOB250001478,0.2699
PPLIK2501080016406,5,JOB250002250,0.2629
PPLIK2501080016421,1,JOB250001330,0.3741
PPLIK2501080016421,2,JOB250001331,0.3741
PPLIK2501080016421,3,JOB250001821,0.3052
PPLIK2501080016421,4,JOB250001549,0.2823
PPLIK2501080016421,5,JOB250001554,0.2823
PPBZV2502130020238,1,JOB250002191,0.2699
PPBZV2502130020238,2,JOB250002470,0.2331
PPBZV2502130020238,3,JOB250002167,0.2322
PPBZV2502130020238,4,JOB250001276,0.2322
PPBZV2502130020238,5,JOB250001713,0.2322
PPLIK2501080016427,1,JOB250002279,0.7113
PPLIK2501080016427,2,JOB250002076,0.7113
PPLIK2501080016427,3,JOB250001931,0.2856
PPLIK2501080016427,4,NONREF000035,0.2417
PPLIK2501080016427,5,JOB250001477,0.2416
PPLIK2501080016428,1,STG250002541,0.4116
PPLIK2501080016428,2,JOB250001931,0.3847
PPLIK2501080016428,3,JOB250002650,0.3628
PPLIK2501080016428,4,JOB250001687,0.3628
PPLIK2501080016428,5,JOB250000854,0.3628
PPLIK2501080016429,1,JOB250001527,0.3725
PPLIK2501080016429,2,JOB250002460,0.3343
PPLIK2501080016429,3,JOB250000941,0.3242
PPLIK2501080016429,4,JOB250001493,0.248
PPLIK2501080016429,5,JOB250002338,0.248
PPLIK2501080016430,1,JOB250002279,0.7191
PPLIK2501080016430,2,JOB250002076,0.7191
PPLIK2501080016430,3,JOB250001931,0.2888
PPLIK2501080016430,4,NONREF000035,0.2444
PPLIK2501080016430,5,JOB250001477,0.2442
PPLIK2501090016460,1,JOB250000854,0.56
PPLIK2501090016460,2,JOB250001071,0.56
PPLIK2501090016460,3,JOB250002650,0.56
PPLIK2501090016460,4,JOB250001687,0.56
PPLIK2501090016460,5,JOB250001931,0.3887
PPLIK2501090016466,1,STG250002541,0.4116
PPLIK2501090016466,2,JOB250001931,0.3847
